LOCAL;DATA;HORA;Temp. Ins. (C);TEMP MAX;Temp. Min. (C);PA INST;Pressao Max. (hPa);Pressao Min. (hPa);VEL VEN MED;Dir. Vento (m/s);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
ARAPIRACA;08/02/2024;300;25,1;25,4;25,1;986,8;987,4;986,8;2,9;87;5,9;;0
ARAPIRACA;08/02/2024;400;24,9;25,1;24,9;986,2;986,8;986,1;2,5;84;5,9;;0
ARAPIRACA;08/02/2024;500;24,6;24,9;24,6;985,5;986,2;985,5;1,6;84;4,6;;0
ARAPIRACA;08/02/2024;600;24,5;24,7;24,5;985,2;985,5;985,2;1,7;83;3,9;;0
ARAPIRACA;08/02/2024;700;24,5;24,5;24,4;985,3;985,4;985,2;1,7;75;3,8;;0
ARAPIRACA;08/02/2024;800;24,2;24,5;24,1;985,7;985,7;985,2;1,9;64;3,4;;0
ARAPIRACA;08/02/2024;900;24,4;24,4;24,2;986,1;986,1;985,6;1,4;65;4;32,3;0
ARAPIRACA;08/02/2024;1000;25,8;25,8;24,4;986,6;986,6;986,1;3,4;65;6,4;478,1;0
ARAPIRACA;08/02/2024;1100;27,6;27,8;25,8;987,2;987,2;986,6;3,6;59;7,8;944,1;0
ARAPIRACA;08/02/2024;1200;29,3;29,8;27,7;987,3;987,5;987,2;3,4;53;7,8;2067,6;0
ARAPIRACA;08/02/2024;1300;32,3;32,3;29,3;986,9;987,3;986,9;3,7;72;9,2;2595;0
ARAPIRACA;08/02/2024;1400;34;34,4;31,6;986,3;986,9;986,3;3,5;93;8,7;3461,7;0
ARAPIRACA;08/02/2024;1500;34,5;35,3;33;985,4;986,3;985,4;3,5;64;8,6;3368;0
ARAPIRACA;08/02/2024;1600;35,7;36;33,9;984,5;985,4;984,5;3,6;68;8,6;3211,9;0
ARAPIRACA;08/02/2024;1700;36,1;37;35,5;983,9;984,5;983,9;3,8;99;8,1;3352,7;0
ARAPIRACA;08/02/2024;1800;35,7;36,1;35,1;983,2;983,9;983,2;4;117;8,9;2516,3;0
ARAPIRACA;08/02/2024;1900;33,1;35,7;33,1;983,5;983,5;983,1;4,4;110;10,7;1448;0
ARAPIRACA;08/02/2024;2000;30,3;33,1;30,3;983,8;983,8;983,5;4,8;115;9,8;814,4;0
ARAPIRACA;08/02/2024;2100;28,2;30,3;28,2;984,3;984,3;983,8;4,5;105;10,2;97,6;0
ARAPIRACA;08/02/2024;2200;27,1;28,2;27,1;985,1;985,1;984,3;3,9;102;10;;0
ARAPIRACA;08/02/2024;2300;26,5;27,1;26,5;985,8;985,8;985,1;3,7;102;8,5;;0
ARAPIRACA;09/02/2024;0;26,1;26,5;26,1;987;987;985,8;3,9;85;8,3;;0
ARAPIRACA;09/02/2024;100;25,8;26,1;25,8;987,5;987,5;987;2,6;87;7;;0
ARAPIRACA;09/02/2024;200;25,6;25,8;25,6;987,3;987,6;987,3;3,5;79;6,1;;0
ARAPIRACA;09/02/2024;300;25,2;25,6;25,2;986,8;987,3;986,8;2,3;77;6,1;;0
ARAPIRACA;09/02/2024;400;25,1;25,2;25,1;986,2;986,8;986,2;2,6;86;6;;0
ARAPIRACA;09/02/2024;500;24,8;25,1;24,8;985,6;986,2;985,6;2,4;70;5,9;;0
ARAPIRACA;09/02/2024;600;24,5;24,8;24,5;985,5;985,7;985,5;1,4;81;4,9;;0
ARAPIRACA;09/02/2024;700;24,7;24,7;24,4;985,5;985,7;985,5;2,1;81;4;;0
ARAPIRACA;09/02/2024;800;24,5;24,7;24,5;986;986;985,5;1,9;70;4,1;;0
ARAPIRACA;09/02/2024;900;24,7;24,7;24,3;986,5;986,5;986;1,8;76;4,1;39,3;0
ARAPIRACA;09/02/2024;1000;25,7;25,8;24,7;987;987;986,5;3,6;78;7,8;443,1;0
ARAPIRACA;09/02/2024;1100;27,4;27,4;25,7;987,4;987,5;987;4,5;69;8,9;895,2;0
ARAPIRACA;09/02/2024;1200;30,5;31,3;27,5;987,6;987,7;987,4;4,5;56;9,2;2547,4;0
ARAPIRACA;09/02/2024;1300;31,7;32,2;30;987,6;987,7;987,5;4,7;73;8,5;2847,3;0
ARAPIRACA;09/02/2024;1400;34;34,4;30,9;986,9;987,6;986,9;4,5;96;8,9;2709,5;0
ARAPIRACA;09/02/2024;1500;34,6;35,4;33,6;985,9;986,9;985,9;4,6;77;9;3160,5;0
ARAPIRACA;09/02/2024;1600;34,5;36,6;33,8;985;985,9;985;4,6;79;10,3;2889,7;0
ARAPIRACA;09/02/2024;1700;34,9;36;34,6;984,5;985;984,5;4,7;98;9,9;2835,5;0
ARAPIRACA;09/02/2024;1800;33,4;35,3;33,1;983,8;984,5;983,8;5,1;105;12,9;2323,6;0
ARAPIRACA;09/02/2024;1900;31,3;34;31,3;983,8;983,9;983,8;5,7;103;11,7;1226,1;0
ARAPIRACA;09/02/2024;2000;29,9;31,4;29,9;984,5;984,5;983,8;5,3;108;12;740;0
ARAPIRACA;09/02/2024;2100;27,8;29,9;27,8;985,6;985,6;984,5;5,1;113;12;190,3;0
ARAPIRACA;09/02/2024;2200;27,2;27,8;27,2;986,3;986,3;985,6;4,5;97;10,1;;0
ARAPIRACA;09/02/2024;2300;26,8;27,2;26,8;987,3;987,3;986,2;4,2;88;9,8;;0
ARAPIRACA;10/02/2024;0;26,3;26,8;26,3;987,6;987,6;987,2;3;85;8,7;;0
ARAPIRACA;10/02/2024;100;26,2;26,3;26,2;988,2;988,2;987,6;3,2;91;7,7;;0
ARAPIRACA;10/02/2024;200;25,9;26,2;25,9;987,5;988,2;987,5;2,7;88;6,7;;0
ARAPIRACA;10/02/2024;300;25,5;25,9;25,5;987,1;987,5;987,1;2,9;94;6,6;;0
ARAPIRACA;10/02/2024;400;25,2;25,5;25,2;986,6;987,1;986,6;2,5;86;6,2;;0
ARAPIRACA;10/02/2024;500;24,9;25,2;24,9;986;986,6;986;2,5;72;5,5;;0
ARAPIRACA;10/02/2024;600;24,9;24,9;24,8;986,4;986,4;986;1,7;106;4,5;;0
ARAPIRACA;10/02/2024;700;24,6;24,9;24,6;986,7;986,7;986,4;0,8;98;3,6;;0
ARAPIRACA;10/02/2024;800;24,3;24,6;24,3;986,8;986,8;986,6;1,1;123;2,2;;0
ARAPIRACA;10/02/2024;900;24,7;24,7;24,2;987,1;987,2;986,8;0,8;77;1,9;27,5;0
ARAPIRACA;10/02/2024;1000;26,4;26,5;24,7;988,1;988,1;987,1;2,8;110;6,1;487,9;0
ARAPIRACA;10/02/2024;1100;28,2;28,5;26,4;988,5;988,6;988,1;3,8;85;7,3;1477,6;0
ARAPIRACA;10/02/2024;1200;29,3;29,8;28,2;988,9;988,9;988,5;3,1;95;7,6;1695,4;0
ARAPIRACA;10/02/2024;1300;30;30;27,6;989;989,2;988,9;3;101;7,7;1333,9;0
ARAPIRACA;10/02/2024;1400;32,8;34,3;30;988,3;989;988,3;4,5;110;10;3390,4;0
ARAPIRACA;10/02/2024;1500;34,1;34,7;32;987,7;988,4;987,6;4,8;110;10,2;2902,5;0
ARAPIRACA;10/02/2024;1600;33,4;34,6;33,3;987,1;987,7;987,1;4;123;10,5;2441,4;0
ARAPIRACA;10/02/2024;1700;33,4;34,8;32,9;986,4;987,1;986,4;4,6;125;9,9;2613,4;0
ARAPIRACA;10/02/2024;1800;32,2;33,7;32,2;986,1;986,4;986,1;4,6;118;11,4;2075,6;0
ARAPIRACA;10/02/2024;1900;31,3;33,4;31,1;986;986,1;985,9;4,3;125;10,6;1572,3;0
ARAPIRACA;10/02/2024;2000;28;31,9;28;986,9;986,9;986;4,3;135;12,2;754,3;0
ARAPIRACA;10/02/2024;2100;27,1;28;27,1;987,2;987,3;986,8;3,8;127;9,6;83,7;0
ARAPIRACA;10/02/2024;2200;25;27,1;25;988,2;988,2;987,1;3,2;83;10;;0
ARAPIRACA;10/02/2024;2300;25,2;25,2;24,8;988,7;988,7;988,2;1,8;92;7;;0
ARAPIRACA;11/02/2024;0;24,8;25,2;24,7;989,2;989,2;988,6;1,6;104;4,1;;0
ARAPIRACA;11/02/2024;100;24,5;24,8;24,5;989,6;989,6;989,2;1,4;123;2,9;;0
ARAPIRACA;11/02/2024;200;24,4;24,6;24,4;989,2;989,6;989,2;0,2;57;2,6;;0
ARAPIRACA;11/02/2024;300;24,5;24,5;24,3;988,9;989,3;988,8;0;51;1,1;;0
ARAPIRACA;11/02/2024;400;24,4;24,5;24,3;988,1;988,9;988,1;0;160;0,6;;0
ARAPIRACA;11/02/2024;500;24,3;24,6;24,2;987,4;988;987,4;0,5;236;1,3;;0
ARAPIRACA;11/02/2024;600;24,4;24,4;24,2;987,2;987,4;987;0;251;1,3;;0
ARAPIRACA;11/02/2024;700;24,7;24,7;24,4;986,9;987,2;986,9;0,3;174;1,4;;0
ARAPIRACA;11/02/2024;800;21;24,8;21;988,5;988,9;986,9;6,8;98;14,4;;0
ARAPIRACA;11/02/2024;900;21,4;21,4;20,7;987,6;988,5;987,3;3,5;81;13,8;20,8;0
ARAPIRACA;11/02/2024;1000;22,4;22,5;21,3;988;988,1;987,5;1,6;74;7,2;479,2;0
ARAPIRACA;11/02/2024;1100;23,8;23,8;22,4;989,3;989,3;988;1,6;68;4,5;771,8;0
ARAPIRACA;11/02/2024;1200;25,4;25,5;23,7;989,4;989,8;989,3;1,7;134;4,6;932,8;0
ARAPIRACA;11/02/2024;1300;26,8;27,2;25,3;989,1;989,5;989,1;2,3;100;4,5;1448,4;0,2
ARAPIRACA;11/02/2024;1400;27,9;28;26,7;989;989,1;988,8;2,3;106;6,2;1589,3;0
ARAPIRACA;11/02/2024;1500;26,7;28,5;26,7;988,8;989;988,7;3,4;105;7,4;1469,4;0
ARAPIRACA;11/02/2024;1600;27;27,2;26,2;988;988,8;988;3,3;116;7,5;1084,6;0
ARAPIRACA;11/02/2024;1700;25,7;28,9;25,7;987,4;988;987,4;2,3;130;8,1;1009,3;0
ARAPIRACA;11/02/2024;1800;28;28;25,6;986,8;987,5;986,8;2,9;140;7,4;1112,3;0
ARAPIRACA;11/02/2024;1900;27,4;28,2;27,3;986,8;986,8;986,6;3,7;125;8,8;1265,2;0
ARAPIRACA;11/02/2024;2000;26,7;27,4;26,7;987;987;986,8;2,2;124;7,9;269;0
ARAPIRACA;11/02/2024;2100;26;26,7;26;987,5;987,5;986,9;2,2;124;5,6;59,2;0,2
ARAPIRACA;11/02/2024;2200;25,5;26;25,5;987,8;987,8;987,5;1,2;136;4,3;;0
ARAPIRACA;11/02/2024;2300;25;25,6;25;988,5;988,5;987,8;2;120;5;;0
ARAPIRACA;12/02/2024;0;24,5;25,1;24,4;989,1;989,1;988,5;1,4;109;5,3;;0
ARAPIRACA;12/02/2024;100;24,6;24,6;24,3;989,2;989,3;989,1;0,5;83;3,1;;0
ARAPIRACA;12/02/2024;200;24,7;24,9;24,6;988,8;989,2;988,8;0,9;120;2,5;;0
ARAPIRACA;12/02/2024;300;24,7;24,7;24,6;988,5;988,8;988,5;0,2;146;3,1;;0
ARAPIRACA;12/02/2024;400;24,1;24,7;24,1;988;988,5;988;0,1;153;2,1;;0
ARAPIRACA;12/02/2024;500;23,8;24,1;23,8;987,4;988;987,4;0;162;1,5;;0
ARAPIRACA;12/02/2024;600;23,9;24;23,7;987;987,4;987;0,3;156;1,4;;0
ARAPIRACA;12/02/2024;700;23,5;24;23,4;987,1;987,1;986,9;0,7;154;2,5;;0
ARAPIRACA;12/02/2024;800;23,8;23,8;23,5;987,2;987,2;987;0;102;2,5;;0
ARAPIRACA;12/02/2024;900;23,8;24;23,7;987,6;987,6;987,2;1,2;117;3,7;41,4;0
ARAPIRACA;12/02/2024;1000;24,2;24,3;23,7;988;988,1;987,5;1,5;139;6,8;272,5;0
ARAPIRACA;12/02/2024;1100;26,4;26,4;24,1;988,4;988,4;988;2,2;140;6,1;1369,9;0
ARAPIRACA;12/02/2024;1200;27,4;27,5;25,8;988,6;988,7;988,4;2,2;142;6,5;1630,7;0
ARAPIRACA;12/02/2024;1300;27,8;29,1;27,3;988,3;988,6;988,2;3,1;137;8,7;1585,5;0,2
ARAPIRACA;12/02/2024;1400;29,2;29,3;27,8;988,1;988,5;988,1;2,9;136;7,7;1624,9;0
ARAPIRACA;12/02/2024;1500;30;30;27,7;987,6;988,3;987,6;2,1;146;11,8;2031,1;0
ARAPIRACA;12/02/2024;1600;26,5;30;25,9;987,4;987,6;987,4;2,9;96;9,4;1087;0
ARAPIRACA;12/02/2024;1700;25,9;27,4;25,9;987;987,4;986,9;3,8;102;7,3;931,8;0
ARAPIRACA;12/02/2024;1800;26,6;26,7;25,8;986,5;987;986,5;1,6;110;7,3;536,6;0
ARAPIRACA;12/02/2024;1900;27,3;27,3;26,6;986,5;986,5;986,4;2,8;144;7;650,2;0,2
ARAPIRACA;12/02/2024;2000;25,9;27,3;25,6;986,6;986,8;986,5;2,3;114;8,5;332,8;0
ARAPIRACA;12/02/2024;2100;25,3;26;25,3;987,5;987,5;986,6;2,7;135;6;101,7;0
ARAPIRACA;12/02/2024;2200;24,5;25,3;24,5;987,7;987,7;987,4;0,2;162;6;;0
ARAPIRACA;12/02/2024;2300;24,4;24,5;24,3;988,3;988,3;987,7;0,4;157;1,9;;0,2
ARAPIRACA;13/02/2024;0;24,5;24,5;24,3;988,9;988,9;988,2;0;242;2;;0
ARAPIRACA;13/02/2024;100;24,5;24,6;24,3;988,7;988,9;988,7;0,2;148;1,4;;0
ARAPIRACA;13/02/2024;200;24;24,5;24;988,4;988,7;988,3;0,5;169;2,9;;0
ARAPIRACA;13/02/2024;300;24,2;24,3;24;987,9;988,4;987,9;0,2;151;2,3;;0
ARAPIRACA;13/02/2024;400;24,2;24,3;24,2;987,1;987,9;987,1;0,4;163;2,2;;0
ARAPIRACA;13/02/2024;500;23,9;24,2;23,9;986,6;987,1;986,6;0;168;1,8;;0
ARAPIRACA;13/02/2024;600;23,9;24;23,7;986,2;986,6;986,2;0;170;1,1;;0,2
ARAPIRACA;13/02/2024;700;23,9;24;23,9;986;986,2;985,9;0,5;154;2,1;;0
ARAPIRACA;13/02/2024;800;23,8;23,9;23,7;986,5;986,5;986;0,6;184;2,8;;0
ARAPIRACA;13/02/2024;900;24;24;23,7;986,8;986,8;986,5;0;143;2,8;43,3;0
ARAPIRACA;13/02/2024;1000;24,7;24,7;24;987,6;987,6;986,8;2,1;127;4,4;369,3;0,2
ARAPIRACA;13/02/2024;1100;26,2;26,3;24,7;987,7;987,8;987,6;2,3;127;4,8;947,9;0
ARAPIRACA;13/02/2024;1200;26,3;27,4;26;988,3;988,3;987,7;2,3;120;7,2;1327,9;0
ARAPIRACA;13/02/2024;1300;29,5;29,7;26,2;988,2;988,4;988,1;3,8;130;9,1;2890,8;0,2
ARAPIRACA;13/02/2024;1400;30,4;31;29;988,1;988,2;988,1;2,8;127;8,5;2885,1;0
ARAPIRACA;13/02/2024;1500;31,7;32,6;30,4;987,4;988,1;987,4;4,1;115;8,1;3515,1;0
ARAPIRACA;13/02/2024;1600;31,5;33,6;31,4;986,7;987,4;986,7;3,7;111;9,3;2987;0
ARAPIRACA;13/02/2024;1700;33,2;33,2;31,4;986,1;986,7;986;3;122;9,3;2761,2;0,2
ARAPIRACA;13/02/2024;1800;33,5;33,6;32,3;985,8;986,1;985,8;3,5;133;8,9;2705,2;0
ARAPIRACA;13/02/2024;1900;31,3;33,5;31,3;985,5;985,8;985,5;4,1;131;8,9;1719,8;0
ARAPIRACA;13/02/2024;2000;29,1;31,3;29,1;986,1;986,1;985,5;3,6;127;8,5;818,5;0
ARAPIRACA;13/02/2024;2100;27,1;29,1;27,1;986,6;986,6;986,1;2,8;116;6,5;106,4;0,2
ARAPIRACA;13/02/2024;2200;25,8;27,1;25,8;987,6;987,6;986,6;1,8;121;6,5;;0
ARAPIRACA;13/02/2024;2300;25,1;25,8;25,1;988,6;988,6;987,6;2;123;4,3;;0
ARAPIRACA;14/02/2024;0;24,7;25,1;24,7;989;989;988,6;0,5;121;3,5;;0
ARAPIRACA;14/02/2024;100;24,6;24,7;24,6;989,4;989,4;989;0,6;87;2;;0
ARAPIRACA;14/02/2024;200;24,5;24,6;24,3;989;989,4;989;0;170;1,6;;0,2
ARAPIRACA;14/02/2024;300;24,5;24,6;24,3;988,3;989;988,3;0;10;1,5;;0
ARAPIRACA;14/02/2024;400;24,6;24,6;24,4;987,4;988,3;987,4;0,4;161;1,7;;0
ARAPIRACA;14/02/2024;500;24,4;24,6;24,3;987,2;987,4;987,1;0,1;166;2,1;;0
ARAPIRACA;14/02/2024;600;24,1;24,4;23,9;987;987,2;987;0,4;146;1,6;;0
ARAPIRACA;14/02/2024;700;23,7;24,2;23,7;987,6;987,6;987;0;141;1,6;;0,2
ARAPIRACA;14/02/2024;800;23,7;24;23,6;987,8;987,8;987,5;0;267;0,7;;0
ARAPIRACA;14/02/2024;900;24,1;24,1;23,6;988,3;988,3;987,8;0;240;0,8;27,3;0
ARAPIRACA;14/02/2024;1000;24,8;24,9;24,1;989;989;988,3;0,6;177;2,1;419,3;0
ARAPIRACA;14/02/2024;1100;26,5;26,5;24,7;989,3;989,4;989;0,7;145;2,6;1319,2;0
ARAPIRACA;14/02/2024;1200;29,2;29,2;26,3;989,5;989,5;989,3;1,5;159;3,2;2024,1;0,2
ARAPIRACA;14/02/2024;1300;29,5;30;28,4;989,2;989,5;989,2;1,5;152;4,4;2117;0
ARAPIRACA;14/02/2024;1400;27,1;30,2;26,9;988,9;989,2;988,9;2,8;108;8;1384,5;0
ARAPIRACA;14/02/2024;1500;30,2;30,2;26,9;988,1;988,9;988,1;2;114;6;2168,6;0
ARAPIRACA;14/02/2024;1600;32,2;32,2;30,1;987;988,1;987;2,8;122;5,9;3063,6;0
ARAPIRACA;14/02/2024;1700;32,7;32,7;30,4;986,3;987,1;986,3;2,9;134;6,6;2503,9;0
ARAPIRACA;14/02/2024;1800;31,3;32,9;31;986,2;986,4;986,1;2,7;150;7,7;1952;0
ARAPIRACA;14/02/2024;1900;30,5;31,3;28,2;986,2;986,4;986,1;3,9;140;8,9;1068,9;0
ARAPIRACA;14/02/2024;2000;28,7;30,5;28,6;986,8;986,9;986,1;3,1;138;8,9;982,5;0
ARAPIRACA;14/02/2024;2100;26,9;28,7;26,9;987;987,1;986,7;1,5;159;6,5;133,2;0
ARAPIRACA;14/02/2024;2200;25,9;26,9;25,9;987,1;987,3;987;0,9;132;4,2;;0
ARAPIRACA;14/02/2024;2300;25,6;25,9;25,5;988,3;988,3;987,1;1,6;123;3,6;;0
ARAPIRACA;15/02/2024;0;25,5;25,6;25,4;989;989;988,3;1,8;119;4,1;;0
ARAPIRACA;15/02/2024;100;25,1;25,5;25,1;988,9;989;988,9;1,2;128;3,5;;0
ARAPIRACA;15/02/2024;200;25,1;25,2;25;988,8;989,1;988,8;0,5;132;3;;0,2
ARAPIRACA;15/02/2024;300;24,7;25,3;24,7;988,3;988,8;988,3;0,3;113;4,7;;0
ARAPIRACA;15/02/2024;400;24,7;24,9;24,7;987,9;988,3;987,9;0,5;100;2;;0
ARAPIRACA;15/02/2024;500;24,6;24,7;24,5;987,4;987,9;987,4;0;329;2,3;;0
ARAPIRACA;15/02/2024;600;24,5;24,7;24,4;987,6;987,7;987,4;0,5;91;1,9;;0
ARAPIRACA;15/02/2024;700;24,3;24,6;24,3;987,8;987,9;987,5;0,7;27;2,1;;0
ARAPIRACA;15/02/2024;800;23,9;24,4;23,9;987,9;987,9;987,7;0,3;75;1,6;;0
ARAPIRACA;15/02/2024;900;24;24;23,8;988,1;988,2;987,9;0,2;54;1,2;35,2;0
ARAPIRACA;15/02/2024;1000;25,6;25,6;24;988,4;988,4;988,1;1,8;90;3,2;598,1;0
ARAPIRACA;15/02/2024;1100;27,6;27,6;25,6;988,7;988,8;988,3;1,8;64;3,9;1500,5;0
ARAPIRACA;15/02/2024;1200;29,3;29,4;27,4;988,7;988,8;988,7;2,1;88;4,3;2374,5;0
ARAPIRACA;15/02/2024;1300;29,1;30,8;28,9;988,5;988,8;988,5;1,9;74;4,4;2242,2;0
ARAPIRACA;15/02/2024;1400;32;32,2;29,1;988,2;988,5;988,2;1,6;99;5,7;3467,7;0
ARAPIRACA;15/02/2024;1500;32,7;33,3;32;987,4;988,3;987,4;1,6;178;5,3;3699,7;0
ARAPIRACA;15/02/2024;1600;33,4;34,7;32,1;986,4;987,4;986,4;2,2;74;6;2931,5;0
ARAPIRACA;15/02/2024;1700;35,1;35,1;33,4;985,6;986,4;985,6;2,4;99;5,9;2854,5;0
ARAPIRACA;15/02/2024;1800;33,6;35,5;32,9;984,9;985,6;984,9;2,8;155;7,8;2105,8;0
ARAPIRACA;15/02/2024;1900;31,7;33,8;31,7;985,1;985,1;984,8;4;124;8,3;1295,9;0
ARAPIRACA;15/02/2024;2000;29,7;31,7;28,6;986;986;985;3,4;128;8,3;314,1;0
ARAPIRACA;15/02/2024;2100;28;29,7;28;986,4;986,5;985,9;2,7;106;6,8;100,9;0
ARAPIRACA;15/02/2024;2200;27,2;28;27,2;987,3;987,3;986,4;2,6;114;7,4;;0
ARAPIRACA;15/02/2024;2300;26,7;27,2;26,7;988,2;988,2;987,3;3;90;5,9;;0
ARAPIRACA;16/02/2024;0;26,3;26,7;26,3;988,6;988,6;988,2;2,3;82;6,4;;0
ARAPIRACA;16/02/2024;100;25,9;26,3;25,9;989,2;989,2;988,6;1,9;77;4,2;;0
ARAPIRACA;16/02/2024;200;25,2;25,9;25,2;988,8;989,2;988,8;1,3;40;4,5;;0
ARAPIRACA;16/02/2024;300;24,4;25,2;24,4;987,9;988,8;987,9;0,1;15;2,7;;0
ARAPIRACA;16/02/2024;400;24,2;24,4;24,2;987,2;987,9;987,2;0;325;1;;0
ARAPIRACA;16/02/2024;500;24;24,3;24;986,8;987,2;986,7;0,4;65;1;;0
ARAPIRACA;16/02/2024;600;24,2;24,2;24;987;987;986,8;0,3;51;1,1;;0
ARAPIRACA;16/02/2024;700;24,1;24,3;24,1;987,4;987,4;986,9;0,9;60;1,6;;0
ARAPIRACA;16/02/2024;800;24,2;24,4;24,1;987,9;987,9;987,4;1,4;12;2,3;;0
ARAPIRACA;16/02/2024;900;24,1;24,2;24,1;988,3;988,4;987,9;0,3;4;2,1;22,6;0
ARAPIRACA;16/02/2024;1000;25,3;25,3;24,1;988,9;988,9;988,3;2,6;36;5;449,6;0
ARAPIRACA;16/02/2024;1100;26,9;27;25,3;990,1;990,1;988,9;7,4;39;12,9;1270,5;0
ARAPIRACA;16/02/2024;1200;26,8;27,5;25,9;989,7;990,4;989,7;7,5;51;15,3;2030,5;0
ARAPIRACA;16/02/2024;1300;28,2;28,2;26,5;988,7;989,7;988,7;5,8;55;13,4;1591,6;0
ARAPIRACA;16/02/2024;1400;31,6;32;28,3;987,7;988,7;987,7;5,6;62;11;3298,8;0
ARAPIRACA;16/02/2024;1500;32,9;33,3;31,5;986,6;987,7;986,6;2,6;53;11,3;3607,2;0
ARAPIRACA;16/02/2024;1600;34,2;34,4;32,9;985,4;986,6;985,4;2,4;65;7,4;3642,8;0
ARAPIRACA;16/02/2024;1700;34,7;35,5;34,1;984,9;985,4;984,9;2,4;109;7;3151,5;0
ARAPIRACA;16/02/2024;1800;34,6;35,1;33,8;984,4;984,9;984,4;2,7;107;6,3;2309,7;0
ARAPIRACA;16/02/2024;1900;32,7;34,6;32,7;984,2;984,4;984,2;3,3;122;7,2;1227,6;0
ARAPIRACA;16/02/2024;2000;30,8;32,7;30,8;984,6;984,6;984,1;4,5;111;8,6;756,4;0
ARAPIRACA;16/02/2024;2100;28,4;30,8;28,4;985,2;985,2;984,6;5;81;11,2;144,6;0
ARAPIRACA;16/02/2024;2200;27,5;28,4;27,5;985,8;985,8;985,2;3,7;93;9,5;;0
ARAPIRACA;16/02/2024;2300;26,4;27,5;26,4;986,8;986,8;985,7;4,3;90;9,3;;0
ARAPIRACA;17/02/2024;0;25,9;26,4;25,9;987,7;987,7;986,8;3,4;82;8,3;;0
ARAPIRACA;17/02/2024;100;25,5;25,9;25,5;987,8;988;987,7;3,2;83;7;;0
ARAPIRACA;17/02/2024;200;25,2;25,5;25,2;987,4;987,8;987,4;2,4;83;5,8;;0
ARAPIRACA;17/02/2024;300;24,8;25,2;24,8;987;987,4;987;2,7;66;4,4;;0
ARAPIRACA;17/02/2024;400;24,2;24,8;24,2;986,7;987;986,6;1,2;71;4,1;;0
ARAPIRACA;17/02/2024;500;24;24,2;23,9;986,1;986,7;986,1;1,8;71;3,7;;0
ARAPIRACA;17/02/2024;600;23,6;24,1;23,6;985,9;986,2;985,9;0,5;55;3,1;;0
ARAPIRACA;17/02/2024;700;23,1;23,6;23,1;985,9;986;985,9;0,4;41;1,4;;0
ARAPIRACA;17/02/2024;800;23;23,3;23;986;986,1;985,8;0;346;1;;0
ARAPIRACA;17/02/2024;900;23,1;23,1;22,9;986,2;986,2;985,9;0;11;0;56,3;0,2
ARAPIRACA;17/02/2024;1000;26,7;26,7;23,2;986,5;986,5;986,2;1,1;48;2,8;849,9;0
ARAPIRACA;17/02/2024;1100;28,7;28,7;26,7;987,1;987,1;986,5;2,9;71;5,3;1379,7;0
ARAPIRACA;17/02/2024;1200;30,1;30,1;28,6;986,8;987,1;986,8;2,9;88;6,7;1934,6;0
ARAPIRACA;17/02/2024;1300;31,5;31,9;30,1;986,7;986,9;986,6;3,5;74;7,3;3058,7;0
ARAPIRACA;17/02/2024;1400;33,4;33,5;30,9;986,2;986,6;986,2;3,1;88;7,6;2732,6;0
ARAPIRACA;17/02/2024;1500;33,5;34,5;32,3;985,6;986,2;985,6;2,6;107;8,7;3246;0
ARAPIRACA;17/02/2024;1600;35;35,5;33,2;984,7;985,7;984,7;2,7;92;6,5;3582,3;0
ARAPIRACA;17/02/2024;1700;34,8;35,3;33,3;984,2;984,7;984,2;4;106;8,4;2690,3;0
ARAPIRACA;17/02/2024;1800;34;35,2;33,1;983,5;984,2;983,5;4,7;112;9,3;1980,2;0
ARAPIRACA;17/02/2024;1900;31,5;34,1;31,5;983,1;983,5;983;4,1;109;10,1;1432,5;0
ARAPIRACA;17/02/2024;2000;29,7;31,5;29,7;983,6;983,6;983,1;4,6;111;9,4;238,8;0
ARAPIRACA;17/02/2024;2100;28,1;29,7;28,1;983,8;983,8;983,5;4;102;9,2;38,3;0
ARAPIRACA;17/02/2024;2200;27,2;28,1;27,2;985;985;983,8;3,9;98;8,7;;0
ARAPIRACA;17/02/2024;2300;26,8;27,2;26,8;985,8;985,8;985;3,8;101;7,4;;0
ARAPIRACA;18/02/2024;0;26,5;26,9;26,5;986,2;986,2;985,8;3,3;88;7,8;;0
ARAPIRACA;18/02/2024;100;26,2;26,5;26,2;986,4;986,5;986,2;2,3;82;7;;0
ARAPIRACA;18/02/2024;200;26,1;26,2;26,1;986,1;986,4;986,1;2,2;83;5,6;;0
ARAPIRACA;18/02/2024;300;25,9;26,1;25,9;985,6;986,1;985,6;2,6;75;6,1;;0
ARAPIRACA;18/02/2024;400;25,8;25,9;25,8;985,4;985,6;985,2;1,2;67;5,1;;0
ARAPIRACA;18/02/2024;500;25,9;25,9;25,8;985,1;985,4;985,1;1,1;80;2,7;;0
ARAPIRACA;18/02/2024;600;25,6;25,9;25,6;984,5;985,1;984,5;1,1;97;3;;0
ARAPIRACA;18/02/2024;700;25,4;25,7;25,4;985;985;984,5;1,1;82;3,2;;0
ARAPIRACA;18/02/2024;800;25,2;25,4;25,2;985,4;985,4;985;0;156;2,2;;0
ARAPIRACA;18/02/2024;900;25,5;25,5;25,2;986,3;986,3;985,4;0;249;1,1;21,1;0
ARAPIRACA;18/02/2024;1000;26,6;26,6;25,5;986,8;986,8;986,3;1,5;123;2,6;390,9;0
